identifier,variable,area_esg,estandar,codeESRS,codeGRI,unidad,tipo_unidad,frecuencia,tipo_valor,definicion,origen_definicion,origen_dato_operativo,evaluacion_doble_materialidad
urn:sds:reg:gri:gri_403_7_a,"A description of the organization’s approach to preventing or mitigating significant negative occupational health and safety impacts that are directly linked to its operations, products, or services by its business relationships, and the related hazards and risks.",Social,GRI,,GRI 403-7.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-7.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_8_a,If the organization has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines:,Social,GRI,,GRI 403-8.a,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-8.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_8_a_i,"the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system;",Social,GRI,,GRI 403-8.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-8.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_8_a_ii,"the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system that has been internally audited;",Social,GRI,,GRI 403-8.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-8.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_8_a_iii,"the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system that has been audited or certified by an external party.",Social,GRI,,GRI 403-8.a.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-8.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_8_b,"Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.",Social,GRI,,GRI 403-8.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-8.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_8_c,"Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.",Social,GRI,,GRI 403-8.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-8.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_a,For all employees:,Social,GRI,,GRI 403-9.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_a_i,The number and rate of fatalities as a result of work-related injury;,Social,GRI,,GRI 403-9.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_a_ii,The number and rate of high-consequence work-related injuries (excluding fatalities);,Social,GRI,,GRI 403-9.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_a_iii,The number and rate of recordable work-related injuries;,Social,GRI,,GRI 403-9.a.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_a_iv,The main types of work-related injury;,Social,GRI,,GRI 403-9.a.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.a.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_a_v,The number of hours worked.,Social,GRI,,GRI 403-9.a.v,Hours,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.a.v).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_b,For all workers who are not employees but whose work and/or workplace is controlled by the organization:,Social,GRI,,GRI 403-9.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_b_i,The number and rate of fatalities as a result of work-related injury;,Social,GRI,,GRI 403-9.b.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_b_ii,The number and rate of high-consequence work-related injuries (excluding fatalities);,Social,GRI,,GRI 403-9.b.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_b_iii,The number and rate of recordable work-related injuries;,Social,GRI,,GRI 403-9.b.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_b_iv,The main types of work-related injury;,Social,GRI,,GRI 403-9.b.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.b.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_b_v,The number of hours worked.,Social,GRI,,GRI 403-9.b.v,Hours,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.b.v).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_c,"The work-related hazards that pose a risk of high-consequence injury, including:",Social,GRI,,GRI 403-9.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_c_i,how these hazards have been determined;,Social,GRI,,GRI 403-9.c.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.c.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_c_ii,which of these hazards have caused or contributed to high-consequence injuries during the reporting period;,Social,GRI,,GRI 403-9.c.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.c.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_c_iii,actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.,Social,GRI,,GRI 403-9.c.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.c.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_d,Any actions taken or underway to eliminate other work-related hazards and minimize risks using the hierarchy of controls.,Social,GRI,,GRI 403-9.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_e,"Whether the rates have been calculated based on 200,000 or 1,000,000 hours worked.",Social,GRI,,GRI 403-9.e,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_f,"Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.",Social,GRI,,GRI 403-9.f,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.f).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_9_g,"Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.",Social,GRI,,GRI 403-9.g,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-9.g).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_404_1_a,"Average hours of training that the organization’s employees have undertaken during the reporting period, by:",Social,GRI,,GRI 404-1.a,hours,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 404-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_404_1_a_i,gender,Social,GRI,,GRI 404-1.a.i,hours,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 404-1.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_404_1_a_ii,employee category.,Social,GRI,,GRI 404-1.a.ii,hours,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 404-1.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_404_2_a,Type and scope of programs implemented and assistance provided to upgrade employee skills.,Social,GRI,,GRI 404-2.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 404-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_404_2_b,Transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment.,Social,GRI,,GRI 404-2.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 404-2.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_404_3_a,Percentage of total employees by gender and by employee category who received a regular performance and career development review during the reporting period.,Social,GRI,,GRI 404-3.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 404-3.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_a,Percentage of individuals within the organization’s governance bodies in each of the following diversity categories:,Social,GRI,,GRI 405-1.a,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_a_i,Gender,Social,GRI,,GRI 405-1.a.i,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_a_ii,"Age group: under 30 years old, 30-50 years old, over 50 years old;",Social,GRI,,GRI 405-1.a.ii,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_a_iii,Other indicators of diversity where relevant (such as minority or vulnerable groups).,Social,GRI,,GRI 405-1.a.iii,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_b,Percentage of employees per employee category in each of the following diversity categories:,Social,GRI,,GRI 405-1.b,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_b_i,Gender,Social,GRI,,GRI 405-1.b.i,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_b_ii,"Age group: under 30 years old, 30-50 years old, over 50 years old;",Social,GRI,,GRI 405-1.b.ii,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_1_b_iii,Other indicators of diversity where relevant (such as minority or vulnerable groups).,Social,GRI,,GRI 405-1.b.iii,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 405-1.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_2_a,"Ratio of the basic salary and remuneration of women to men for each employee category, by significant locations of operation.",Social,GRI,,GRI 405-2.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 405-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_405_2_b,The definition used for ‘significant locations of operation’.,Social,GRI,,GRI 405-2.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 405-2.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_406_1_a,Total number of incidents of discrimination during the reporting period.,Social,GRI,,GRI 406-1.a,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 406-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_406_1_b,Status of the incidents and actions taken with reference to the following:,Social,GRI,,GRI 406-1.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 406-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_406_1_b_i,Incident reviewed by the organization;,Social,GRI,,GRI 406-1.b.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 406-1.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_406_1_b_ii,Remediation plans being implemented;,Social,GRI,,GRI 406-1.b.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 406-1.b.ii).,external-standard,entity-specific,entity-assessment-required
